$inflow Tw is used for Tw of qdt year 2018 YC 03/14/2023,
333.917,8.245
333.958,8.27
334,8.295
334.042,8.318888889
334.083,8.518888889
334.125,8.567777778
334.167,8.368888889
334.208,8.295
334.25,8.295
334.292,8.318888889
334.333,8.343888889
334.375,8.343888889
334.417,8.393888889
334.458,8.493888889
334.5,8.567777778
334.542,8.941111111
334.583,8.617777778
334.625,8.667777778
334.667,8.368888889
334.708,8.12
334.75,8.12
334.792,8.12
334.833,8.12
334.875,8.17
334.917,8.195
334.958,8.22
335,8.245
335.042,8.245
335.083,8.245
335.125,8.295
335.167,8.295
335.208,8.295
335.25,8.295
335.292,8.343888889
335.333,8.318888889
335.375,8.368888889
335.417,8.393888889
335.458,8.493888889
335.5,8.642777778
335.542,8.667777778
335.583,8.667777778
335.625,8.343888889
335.667,8.12
335.708,8.145
335.75,8.145
335.792,8.145
335.833,8.245
335.875,8.27
335.917,8.27
335.958,8.27
336,8.318888889
336.042,8.318888889
336.083,8.295
336.125,8.318888889
336.167,8.343888889
336.208,8.343888889
336.25,8.318888889
336.292,8.318888889
336.333,8.318888889
336.375,8.318888889
336.417,8.368888889
336.458,8.418888889
336.5,8.617777778
336.542,8.742222222
336.583,8.592777778
336.625,8.592777778
336.667,8.567777778
336.708,8.318888889
336.75,8.095
336.792,8.095
336.833,8.095
336.875,8.095
336.917,8.145
336.958,8.17
337,8.22
337.042,8.195
337.083,8.27
337.125,8.245
337.167,8.22
337.208,8.245
337.25,8.22
337.292,8.195
337.333,8.27
337.375,8.245
337.417,8.195
337.458,8.17
337.5,8.17
337.542,8.145
337.583,8.145
337.625,8.145
337.667,8.12
337.708,8.12
337.75,8.12
337.792,8.145
337.833,8.17
337.875,8.17
337.917,8.22
337.958,8.195
338,8.245
338.042,8.195
338.083,8.22
338.125,8.245
338.167,8.27
338.208,8.22
338.25,8.295
338.292,8.195
338.333,8.22
338.375,8.27
338.417,8.27
338.458,8.318888889
338.5,8.393888889
338.542,8.368888889
338.583,8.343888889
338.625,8.27
338.667,8.17
338.708,8.17
338.75,8.17
338.792,8.17
338.833,8.17
338.875,8.195
338.917,8.195
338.958,8.27
339,8.295
339.042,8.295
339.083,8.318888889
339.125,8.295
339.167,8.318888889
339.208,8.343888889
339.25,8.343888889
339.292,8.343888889
339.333,8.318888889
339.375,8.343888889
339.417,8.343888889
339.458,8.343888889
339.5,8.393888889
339.542,8.343888889
339.583,8.17
339.625,8.17
339.667,8.145
339.708,8.145
339.75,8.145
339.792,8.145
339.833,8.145
339.875,8.145
339.917,8.17
339.958,8.195
340,8.17
340.042,8.17
340.083,8.22
340.125,8.195
340.167,8.22
340.208,8.22
340.25,8.245
340.292,8.245
340.333,8.245
340.375,8.245
340.417,8.27
340.458,8.318888889
340.5,8.443888889
340.542,8.418888889
340.583,8.245
340.625,8.045
340.667,8.045
340.708,8.045
340.75,8.02
340.792,8.02
340.833,8.02
340.875,8.02
340.917,8.095
340.958,8.12
341,8.17
341.042,8.17
341.083,8.145
341.125,8.17
341.167,8.195
341.208,8.195
341.25,8.17
341.292,8.195
341.333,8.195
341.375,8.195
341.417,8.22
341.458,8.295
341.5,8.343888889
341.542,8.368888889
341.583,8.22
341.625,8.045
341.667,8.045
341.708,8.045
341.75,8.045
341.792,8.045
341.833,8.02
341.875,8.02
341.917,8.095
341.958,8.095
342,8.17
342.042,8.145
342.083,8.17
342.125,8.145
342.167,8.145
342.208,8.17
342.25,8.17
342.292,8.17
342.333,8.195
342.375,8.22
342.417,8.27
342.458,8.343888889
342.5,8.418888889
342.542,8.22
342.583,8.07
342.625,8.07
342.667,8.07
342.708,8.07
342.75,8.07
342.792,8.045
342.833,8.045
342.875,8.045
342.917,8.045
342.958,8.145
343,8.17
343.042,8.17
343.083,8.145
343.125,8.145
343.167,8.17
343.208,8.195
343.25,8.17
343.292,8.145
343.333,8.17
343.375,8.195
343.417,8.245
343.458,8.245
343.5,8.343888889
343.542,8.443888889
343.583,8.245
343.625,8.095
343.667,8.07
343.708,8.07
343.75,8.095
343.792,8.07
343.833,8.07
343.875,8.145
343.917,8.195
343.958,8.245
344,8.245
344.042,8.27
344.083,8.295
344.125,8.295
344.167,8.27
344.208,8.295
344.25,8.295
344.292,8.295
344.333,8.27
344.375,8.295
344.417,8.295
344.458,8.493888889
344.5,8.493888889
344.542,8.542777778
344.583,8.295
344.625,8.095
344.667,8.095
344.708,8.095
344.75,8.095
344.792,8.095
344.833,8.095
344.875,8.095
344.917,8.17
344.958,8.195
345,8.195
345.042,8.245
345.083,8.245
345.125,8.245
345.167,8.245
345.208,8.22
345.25,8.22
345.292,8.245
345.333,8.17
345.375,8.07
345.417,8.07
345.458,8.17
345.5,8.195
345.542,8.195
345.583,8.07
345.625,8.07
345.667,8.045
345.708,8.045
345.75,8.045
345.792,8.045
345.833,8.045
345.875,8.045
345.917,8.07
345.958,8.17
346,8.17
346.042,8.195
346.083,8.195
346.125,8.195
346.167,8.145
346.208,8.195
346.25,8.17
346.292,8.145
346.333,8.17
346.375,8.195
346.417,8.17
346.458,8.343888889
346.5,8.368888889
346.542,8.418888889
346.583,8.792222222
346.625,8.22
346.667,8.07
346.708,8.045
346.75,8.07
346.792,8.07
346.833,8.07
346.875,8.07
346.917,8.145
346.958,8.17
347,8.195
347.042,8.17
347.083,8.195
347.125,8.17
347.167,8.17
347.208,8.17
347.25,8.17
347.292,8.07
347.333,8.07
347.375,8.195
347.417,8.245
347.458,8.418888889
347.5,8.717222222
347.542,8.792222222
347.583,8.318888889
347.625,8.095
347.667,8.07
347.708,8.07
347.75,8.095
347.792,8.095
347.833,8.07
347.875,8.07
347.917,8.095
347.958,8.095
348,8.12
348.042,8.095
348.083,8.095
348.125,8.12
348.167,8.145
348.208,8.145
348.25,8.17
348.292,8.095
348.333,8.095
348.375,8.145
348.417,8.095
348.458,8.145
348.5,8.145
348.542,8.17
348.583,8.22
348.625,8.295
348.667,8.245
348.708,8.07
348.75,8.045
348.792,8.045
348.833,8.045
348.875,8.045
348.917,8.02
348.958,8.095
349,8.095
349.042,8.17
349.083,8.17
349.125,8.145
349.167,8.17
349.208,8.195
349.25,8.145
349.292,8.195
349.333,8.17
349.375,8.195
349.417,8.145
349.458,8.12
349.5,8.145
349.542,8.145
349.583,8.145
349.625,8.17
349.667,8.145
349.708,8.145
349.75,8.145
349.792,8.145
349.833,8.12
349.875,8.095
349.917,8.095
349.958,8.195
350,8.245
350.042,8.245
350.083,8.245
350.125,8.27
350.167,8.27
350.208,8.27
350.25,8.27
350.292,8.27
350.333,8.295
350.375,8.295
350.417,8.318888889
350.458,8.318888889
350.5,8.295
350.542,8.27
350.583,8.07
350.625,8.07
350.667,8.045
350.708,8.07
350.75,8.045
350.792,8.045
350.833,8.07
350.875,8.045
350.917,8.095
350.958,8.17
351,8.22
351.042,8.245
351.083,8.22
351.125,8.245
351.167,8.22
351.208,8.22
351.25,8.245
351.292,8.245
351.333,8.27
351.375,8.245
351.417,8.295
351.458,8.393888889
351.5,8.393888889
351.542,8.27
351.583,8.095
351.625,8.095
351.667,8.095
351.708,8.095
351.75,8.095
351.792,8.07
351.833,8.07
351.875,8.07
351.917,8.07
351.958,8.17
352,8.195
352.042,8.22
352.083,8.27
352.125,8.27
352.167,8.27
352.208,8.295
352.25,8.295
352.292,8.295
352.333,8.295
352.375,8.295
352.417,8.318888889
352.458,8.343888889
352.5,8.22
352.542,8.095
352.583,8.095
352.625,8.095
352.667,8.095
352.708,8.095
352.75,8.095
352.792,8.095
352.833,8.095
352.875,8.22
352.917,8.245
352.958,8.245
353,8.245
353.042,8.295
353.083,8.295
353.125,8.295
353.167,8.295
353.208,8.295
353.25,8.295
353.292,8.245
353.333,8.145
353.375,8.145
353.417,8.095
353.458,8.12
353.5,8.145
353.542,8.145
353.583,8.12
353.625,8.12
353.667,8.095
353.708,8.095
353.75,8.07
353.792,8.045
353.833,8.045
353.875,8.02
353.917,8.12
353.958,8.145
354,8.145
354.042,8.17
354.083,8.195
354.125,8.195
354.167,8.195
354.208,8.195
354.25,8.22
354.292,8.195
354.333,8.245
354.375,8.245
354.417,8.27
354.458,8.318888889
354.5,8.318888889
354.542,8.195
354.583,8.095
354.625,8.07
354.667,8.095
354.708,8.095
354.75,8.07
354.792,8.07
354.833,8.07
354.875,8.07
354.917,8.02
354.958,8.12
355,8.145
355.042,8.17
355.083,8.195
355.125,8.195
355.167,8.195
355.208,8.195
355.25,8.22
355.292,8.22
355.333,8.195
355.375,8.245
355.417,8.27
355.458,8.295
355.5,8.343888889
355.542,8.295
355.583,8.145
355.625,8.12
355.667,8.12
355.708,8.12
355.75,8.12
355.792,8.12
355.833,8.145
355.875,8.145
355.917,8.195
355.958,8.245
356,8.195
356.042,8.245
356.083,8.17
356.125,8.245
356.167,8.245
356.208,8.245
356.25,8.195
356.292,8.145
356.333,8.145
356.375,8.17
356.417,8.22
356.458,8.318888889
356.5,8.468888889
356.542,8.368888889
356.583,8.27
356.625,8.095
356.667,8.12
356.708,8.095
356.75,8.095
356.792,8.095
356.833,8.095
356.875,8.095
356.917,8.145
356.958,8.17
357,8.195
357.042,8.195
357.083,8.195
357.125,8.195
357.167,8.22
357.208,8.245
357.25,8.22
357.292,8.22
357.333,8.17
357.375,8.095
357.417,8.12
357.458,8.12
357.5,8.145
357.542,8.145
357.583,8.145
357.625,8.145
357.667,8.12
357.708,8.095
357.75,8.095
357.792,8.22
357.833,8.245
357.875,8.245
357.917,8.27
357.958,8.295
358,8.318888889
358.042,8.318888889
358.083,8.318888889
358.125,8.295
358.167,8.295
358.208,8.295
358.25,8.295
358.292,8.295
358.333,8.295
358.375,8.245
358.417,8.295
358.458,8.295
358.5,8.27
358.542,8.22
358.583,8.095
358.625,8.12
358.667,8.12
358.708,8.12
358.75,8.12
358.792,8.12
358.833,8.12
358.875,8.245
358.917,8.27
358.958,8.245
359,8.27
359.042,8.295
359.083,8.295
359.125,8.295
359.167,8.27
359.208,8.295
359.25,8.295
359.292,8.27
359.333,8.318888889
359.375,8.318888889
359.417,8.368888889
359.458,8.418888889
359.5,8.493888889
359.542,8.841111111
359.583,8.592777778
359.625,8.343888889
359.667,8.07
359.708,8.07
359.75,8.07
359.792,8.07
359.833,8.07
359.875,8.095
359.917,8.145
359.958,8.195
360,8.22
360.042,8.22
360.083,8.245
360.125,8.245
360.167,8.195
360.208,8.195
360.25,8.22
360.292,8.27
360.333,8.245
360.375,8.27
360.417,8.27
360.458,8.295
360.5,8.468888889
360.542,8.468888889
360.583,8.393888889
360.625,8.245
360.667,8.12
360.708,8.095
360.75,8.095
360.792,8.095
360.833,8.095
360.875,8.095
360.917,8.17
360.958,8.22
361,8.245
361.042,8.245
361.083,8.245
361.125,8.245
361.167,8.22
361.208,8.245
361.25,8.245
361.292,8.27
361.333,8.27
361.375,8.27
361.417,8.318888889
361.458,8.368888889
361.5,8.617777778
361.542,8.567777778
361.583,8.667777778
361.625,8.318888889
361.667,8.07
361.708,8.095
361.75,8.095
361.792,8.07
361.833,8.07
361.875,8.145
361.917,8.145
361.958,8.145
362,8.145
362.042,8.17
362.083,8.145
362.125,8.17
362.167,8.195
362.208,8.145
362.25,8.145
362.292,8.095
362.333,8.145
362.375,8.17
362.417,8.195
362.458,8.318888889
362.5,8.841111111
362.542,8.767222222
362.583,8.567777778
362.625,8.468888889
362.667,8.318888889
362.708,8.07
362.75,8.095
362.792,8.095
362.833,8.095
362.875,8.095
362.917,8.17
362.958,8.17
363,8.17
363.042,8.17
363.083,8.17
363.125,8.195
363.167,8.195
363.208,8.195
363.25,8.195
363.292,8.17
363.333,8.22
363.375,8.245
363.417,8.27
363.458,8.343888889
363.5,8.542777778
363.542,8.891111111
363.583,8.295
363.625,8.145
363.667,8.12
363.708,8.12
363.75,8.12
363.792,8.12
363.833,8.12
363.875,8.12
363.917,8.12
363.958,8.195
364,8.22
364.042,8.22
364.083,8.245
364.125,8.245
364.167,8.245
364.208,8.245
364.25,8.245
364.292,8.245
364.333,8.195
364.375,8.27
364.417,8.27
364.458,8.295
364.5,8.742222222
364.542,8.717222222
364.583,8.518888889
364.625,8.343888889
364.667,8.045
364.708,8.045
364.75,8.045
364.792,8.045
364.833,8.045
364.875,8.045
364.917,8.095
364.958,8.17
365,8.12
365.042,8.095
365.083,8.145
365.125,8.145
365.167,8.095
365.208,8.12
365.25,8.095
365.292,8.12
365.333,8.12
365.375,8.12
365.417,8.195
365.458,8.22
365.5,8.318888889
365.542,8.468888889
365.583,8.22
365.625,8.12
365.667,8.12
365.708,8.095
365.75,8.095
365.792,8.095
365.833,8.095
365.875,8.095
365.917,8.12
365.958,8.045
366,8.045
