$inflow Tw for qdt Tw year 2019 YC 03/13/2023,
252.542,7.292777778
252.583,7.292777778
252.625,7.267777778
252.667,7.267777778
252.708,7.267777778
252.75,7.242222222
252.792,7.292777778
252.833,7.367777778
252.875,7.418888889
252.917,7.443888889
252.958,7.468888889
253,7.493888889
253.042,7.493888889
253.083,7.493888889
253.125,7.493888889
253.167,7.493888889
253.208,7.518888889
253.25,7.493888889
253.292,7.493888889
253.333,7.493888889
253.375,7.645
253.417,8.195
253.458,8.318888889
253.5,8.692777778
253.542,9.878888889
253.583,10.32
253.625,10.59
253.667,8.518888889
253.708,7.267777778
253.75,7.217222222
253.792,7.217222222
253.833,7.217222222
253.875,7.242222222
253.917,7.317777778
253.958,7.392777778
254,7.418888889
254.042,7.468888889
254.083,7.493888889
254.125,7.518888889
254.167,7.518888889
254.208,7.543888889
254.25,7.543888889
254.292,7.568888889
254.333,7.568888889
254.375,7.645
254.417,7.67
254.458,7.77
254.5,8.02
254.542,8.418888889
254.583,8.318888889
254.625,7.593888889
254.667,7.242222222
254.708,7.217222222
254.75,7.217222222
254.792,7.217222222
254.833,7.217222222
254.875,7.242222222
254.917,7.317777778
254.958,7.392777778
255,7.392777778
255.042,7.443888889
255.083,7.468888889
255.125,7.468888889
255.167,7.493888889
255.208,7.493888889
255.25,7.518888889
255.292,7.493888889
255.333,7.518888889
255.375,7.568888889
255.417,7.695
255.458,7.695
255.5,8.195
255.542,7.97
255.583,8.418888889
255.625,7.87
255.667,7.242222222
255.708,7.217222222
255.75,7.217222222
255.792,7.217222222
255.833,7.217222222
255.875,7.242222222
255.917,7.342777778
255.958,7.392777778
256,7.443888889
256.042,7.443888889
256.083,7.493888889
256.125,7.493888889
256.167,7.518888889
256.208,7.518888889
256.25,7.518888889
256.292,7.392777778
256.333,7.267777778
256.375,7.267777778
256.417,7.292777778
256.458,7.267777778
256.5,7.217222222
256.542,7.242222222
256.583,7.242222222
256.625,7.242222222
256.667,7.242222222
256.708,7.217222222
256.75,7.242222222
256.792,7.242222222
256.833,7.242222222
256.875,7.342777778
256.917,7.367777778
256.958,7.443888889
257,7.468888889
257.042,7.493888889
257.083,7.468888889
257.125,7.493888889
257.167,7.493888889
257.208,7.493888889
257.25,7.518888889
257.292,7.518888889
257.333,7.543888889
257.375,7.568888889
257.417,7.645
257.458,7.97
257.5,8.493888889
257.542,8.318888889
257.583,8.295
257.625,7.695
257.667,7.242222222
257.708,7.217222222
257.75,7.217222222
257.792,7.217222222
257.833,7.242222222
257.875,7.242222222
257.917,7.367777778
257.958,7.418888889
258,7.493888889
258.042,7.493888889
258.083,7.518888889
258.125,7.518888889
258.167,7.543888889
258.208,7.518888889
258.25,7.543888889
258.292,7.543888889
258.333,7.543888889
258.375,7.568888889
258.417,7.67
258.458,7.97
258.5,8.742222222
258.542,9.237777778
258.583,9.706111111
258.625,7.845
258.667,7.242222222
258.708,7.242222222
258.75,7.242222222
258.792,7.242222222
258.833,7.242222222
258.875,7.242222222
258.917,7.317777778
258.958,7.418888889
259,7.468888889
259.042,7.543888889
259.083,7.568888889
259.125,7.593888889
259.167,7.593888889
259.208,7.618888889
259.25,7.593888889
259.292,7.593888889
259.333,7.618888889
259.375,7.72
259.417,7.72
259.458,7.92
259.5,7.468888889
259.542,7.267777778
259.583,7.292777778
259.625,7.267777778
259.667,7.242222222
259.708,7.242222222
259.75,7.242222222
259.792,7.217222222
259.833,7.217222222
259.875,7.242222222
259.917,7.292777778
259.958,7.342777778
260,7.342777778
260.042,7.418888889
260.083,7.418888889
260.125,7.443888889
260.167,7.468888889
260.208,7.493888889
260.25,7.493888889
260.292,7.518888889
260.333,7.568888889
260.375,7.593888889
260.417,7.695
260.458,7.518888889
260.5,7.242222222
260.542,7.242222222
260.583,7.242222222
260.625,7.242222222
260.667,7.267777778
260.708,7.267777778
260.75,7.292777778
260.792,7.292777778
260.833,7.292777778
260.875,7.292777778
260.917,7.292777778
260.958,7.292777778
261,7.392777778
261.042,7.493888889
261.083,7.493888889
261.125,7.518888889
261.167,7.543888889
261.208,7.568888889
261.25,7.568888889
261.292,7.593888889
261.333,7.618888889
261.375,7.67
261.417,7.745
261.458,7.895
261.5,8.12
261.542,7.995
261.583,8.667777778
261.625,8.195
261.667,7.67
261.708,7.242222222
261.75,7.242222222
261.792,7.217222222
261.833,7.217222222
261.875,7.217222222
261.917,7.217222222
261.958,7.217222222
262,7.317777778
262.042,7.317777778
262.083,7.367777778
262.125,7.392777778
262.167,7.443888889
262.208,7.468888889
262.25,7.493888889
262.292,7.518888889
262.333,7.518888889
262.375,7.543888889
262.417,7.645
262.458,7.645
262.5,7.518888889
262.542,7.267777778
262.583,7.267777778
262.625,7.267777778
262.667,7.267777778
262.708,7.267777778
262.75,7.267777778
262.792,7.292777778
262.833,7.292777778
262.875,7.292777778
262.917,7.292777778
262.958,7.267777778
263,7.267777778
263.042,7.267777778
263.083,7.242222222
263.125,7.217222222
263.167,7.217222222
263.208,7.242222222
263.25,7.242222222
263.292,7.217222222
263.333,7.217222222
263.375,7.267777778
263.417,7.267777778
263.458,7.267777778
263.5,7.267777778
263.542,7.292777778
263.583,7.267777778
263.625,7.267777778
263.667,7.267777778
263.708,7.242222222
263.75,7.217222222
263.792,7.217222222
263.833,7.217222222
263.875,7.167222222
263.917,7.192222222
263.958,7.217222222
264,7.217222222
264.042,7.217222222
264.083,7.217222222
264.125,7.217222222
264.167,7.217222222
264.208,7.217222222
264.25,7.192222222
264.292,7.192222222
264.333,7.192222222
264.375,7.217222222
264.417,7.217222222
264.458,7.217222222
264.5,7.242222222
264.542,7.242222222
264.583,7.242222222
264.625,7.242222222
264.667,7.242222222
264.708,7.242222222
264.75,7.242222222
264.792,7.242222222
264.833,7.267777778
264.875,7.267777778
264.917,7.267777778
264.958,7.267777778
265,7.267777778
265.042,7.242222222
265.083,7.242222222
265.125,7.242222222
265.167,7.242222222
265.208,7.242222222
265.25,7.267777778
265.292,7.267777778
265.333,7.267777778
265.375,7.292777778
265.417,7.292777778
265.458,7.292777778
265.5,7.292777778
265.542,7.292777778
265.583,7.267777778
265.625,7.267777778
265.667,7.267777778
265.708,7.242222222
265.75,7.242222222
265.792,7.242222222
265.833,7.217222222
265.875,7.217222222
265.917,7.217222222
265.958,7.242222222
266,7.242222222
266.042,7.242222222
266.083,7.242222222
266.125,7.242222222
266.167,7.242222222
266.208,7.217222222
266.25,7.192222222
266.292,7.217222222
266.333,7.217222222
266.375,7.217222222
266.417,7.242222222
266.458,7.217222222
266.5,7.242222222
266.542,7.242222222
266.583,7.242222222
266.625,7.242222222
266.667,7.242222222
266.708,7.242222222
266.75,7.217222222
266.792,7.242222222
266.833,7.267777778
266.875,7.267777778
266.917,7.267777778
266.958,7.267777778
267,7.242222222
267.042,7.242222222
267.083,7.242222222
267.125,7.242222222
267.167,7.217222222
267.208,7.192222222
267.25,7.242222222
267.292,7.242222222
267.333,7.342777778
267.375,7.418888889
267.417,7.568888889
267.458,7.493888889
267.5,7.317777778
267.542,7.317777778
267.583,7.292777778
267.625,7.292777778
267.667,7.292777778
267.708,7.292777778
267.75,7.292777778
267.792,7.267777778
267.833,7.267777778
267.875,7.267777778
267.917,7.242222222
267.958,7.267777778
268,7.242222222
268.042,7.242222222
268.083,7.242222222
268.125,7.192222222
268.167,7.217222222
268.208,7.217222222
268.25,7.242222222
268.292,7.242222222
268.333,7.242222222
268.375,7.242222222
268.417,7.242222222
268.458,7.267777778
268.5,7.292777778
268.542,7.292777778
268.583,7.267777778
268.625,7.292777778
268.667,7.267777778
268.708,7.267777778
268.75,7.292777778
268.792,7.292777778
268.833,7.292777778
268.875,7.267777778
268.917,7.267777778
268.958,7.267777778
269,7.242222222
269.042,7.267777778
269.083,7.267777778
269.125,7.267777778
269.167,7.242222222
269.208,7.242222222
269.25,7.242222222
269.292,7.217222222
269.333,7.217222222
269.375,7.242222222
269.417,7.242222222
269.458,7.267777778
269.5,7.267777778
269.542,7.217222222
269.583,7.242222222
269.625,7.242222222
269.667,7.242222222
269.708,7.242222222
269.75,7.242222222
269.792,7.242222222
269.833,7.242222222
269.875,7.242222222
269.917,7.242222222
269.958,7.217222222
270,7.217222222
270.042,7.242222222
270.083,7.217222222
270.125,7.192222222
270.167,7.217222222
270.208,7.192222222
270.25,7.192222222
270.292,7.192222222
270.333,7.192222222
270.375,7.217222222
270.417,7.217222222
270.458,7.217222222
270.5,7.217222222
270.542,7.192222222
270.583,7.217222222
270.625,7.192222222
270.667,7.242222222
270.708,7.242222222
270.75,7.217222222
270.792,7.242222222
270.833,7.217222222
270.875,7.242222222
270.917,7.242222222
270.958,7.267777778
271,7.292777778
271.042,7.267777778
271.083,7.292777778
271.125,7.267777778
271.167,7.267777778
271.208,7.267777778
271.25,7.242222222
271.292,7.217222222
271.333,7.242222222
271.375,7.217222222
271.417,7.217222222
271.458,7.242222222
271.5,7.242222222
271.542,7.242222222
271.583,7.242222222
271.625,7.242222222
271.667,7.242222222
271.708,7.242222222
271.75,7.267777778
271.792,7.242222222
271.833,7.242222222
271.875,7.242222222
271.917,7.242222222
271.958,7.242222222
272,7.242222222
272.042,7.242222222
272.083,7.267777778
272.125,7.292777778
272.167,7.292777778
272.208,7.317777778
272.25,7.317777778
272.292,7.317777778
272.333,7.342777778
272.375,7.342777778
272.417,7.342777778
272.458,7.342777778
272.5,7.317777778
272.542,7.317777778
272.583,7.342777778
272.625,7.342777778
272.667,7.317777778
272.708,7.342777778
272.75,7.317777778
272.792,7.317777778
272.833,7.342777778
272.875,7.342777778
272.917,7.342777778
272.958,7.317777778
273,7.292777778
273.042,7.292777778
273.083,7.292777778
273.125,7.267777778
273.167,7.242222222
273.208,7.242222222
273.25,7.242222222
273.292,7.217222222
273.333,7.217222222
273.375,7.217222222
273.417,7.217222222
273.458,7.217222222
273.5,7.242222222
273.542,7.242222222
273.583,7.242222222
273.625,7.242222222
273.667,7.242222222
273.708,7.242222222
273.75,7.242222222
273.792,7.267777778
273.833,7.242222222
273.875,7.242222222
273.917,7.242222222
273.958,7.242222222
274,7.267777778
274.042,7.267777778
274.083,7.267777778
274.125,7.267777778
274.167,7.267777778
274.208,7.267777778
274.25,7.267777778
274.292,7.292777778
274.333,7.292777778
274.375,7.292777778
274.417,7.267777778
274.458,7.292777778
274.5,7.292777778
274.542,7.292777778
274.583,7.292777778
274.625,7.242222222
274.667,7.267777778
274.708,7.267777778
274.75,7.242222222
274.792,7.242222222
274.833,7.242222222
274.875,7.267777778
274.917,7.267777778
274.958,7.267777778
275,7.292777778
275.042,7.267777778
275.083,7.267777778
275.125,7.242222222
275.167,7.242222222
275.208,7.242222222
275.25,7.242222222
275.292,7.242222222
275.333,7.242222222
275.375,7.267777778
275.417,7.267777778
275.458,7.267777778
275.5,7.292777778
275.542,7.292777778
275.583,7.292777778
275.625,7.292777778
275.667,7.292777778
275.708,7.267777778
275.75,7.292777778
275.792,7.292777778
275.833,7.292777778
275.875,7.267777778
275.917,7.267777778
275.958,7.292777778
276,7.267777778
276.042,7.267777778
276.083,7.267777778
276.125,7.267777778
276.167,7.267777778
276.208,7.242222222
276.25,7.242222222
276.292,7.242222222
276.333,7.267777778
276.375,7.267777778
276.417,7.267777778
276.458,7.267777778
276.5,7.267777778
276.542,7.292777778
276.583,7.292777778
276.625,7.317777778
276.667,7.292777778
276.708,7.267777778
276.75,7.267777778
276.792,7.267777778
276.833,7.292777778
276.875,7.292777778
276.917,7.292777778
276.958,7.292777778
277,7.317777778
277.042,7.342777778
277.083,7.367777778
277.125,7.342777778
277.167,7.342777778
277.208,7.317777778
277.25,7.317777778
277.292,7.292777778
277.333,7.292777778
277.375,7.292777778
277.417,7.292777778
277.458,7.317777778
277.5,7.342777778
277.542,7.342777778
277.583,7.342777778
277.625,7.342777778
277.667,7.317777778
277.708,7.267777778
277.75,7.267777778
277.792,7.267777778
277.833,7.267777778
277.875,7.267777778
277.917,7.292777778
277.958,7.267777778
278,7.267777778
278.042,7.292777778
278.083,7.342777778
278.125,7.267777778
278.167,7.267777778
278.208,7.292777778
278.25,7.267777778
278.292,7.292777778
278.333,7.317777778
278.375,7.392777778
278.417,7.543888889
278.458,7.67
278.5,8.617777778
278.542,8.642777778
278.583,8.443888889
278.625,7.618888889
278.667,7.317777778
278.708,7.317777778
278.75,7.317777778
278.792,7.317777778
278.833,7.342777778
278.875,7.342777778
278.917,7.317777778
278.958,7.317777778
279,7.317777778
279.042,7.317777778
279.083,7.317777778
279.125,7.267777778
279.167,7.267777778
279.208,7.292777778
279.25,7.292777778
279.292,7.292777778
279.333,7.317777778
279.375,7.367777778
279.417,7.367777778
279.458,7.418888889
279.5,7.418888889
279.542,7.443888889
279.583,7.392777778
279.625,7.367777778
279.667,7.342777778
279.708,7.317777778
279.75,7.317777778
279.792,7.317777778
279.833,7.317777778
279.875,7.317777778
279.917,7.342777778
279.958,7.342777778
280,7.342777778
280.042,7.317777778
280.083,7.317777778
280.125,7.292777778
280.167,7.267777778
280.208,7.267777778
280.25,7.267777778
280.292,7.267777778
280.333,7.267777778
280.375,7.267777778
280.417,7.267777778
280.458,7.317777778
280.5,7.342777778
280.542,7.317777778
280.583,7.292777778
280.625,7.267777778
280.667,7.242222222
280.708,7.242222222
280.75,7.242222222
280.792,7.267777778
280.833,7.267777778
280.875,7.292777778
280.917,7.267777778
280.958,7.267777778
281,7.267777778
281.042,7.242222222
281.083,7.242222222
281.125,7.242222222
281.167,7.242222222
281.208,7.217222222
281.25,7.217222222
281.292,7.217222222
281.333,7.217222222
281.375,7.217222222
281.417,7.267777778
281.458,7.292777778
281.5,7.292777778
281.542,7.317777778
281.583,7.292777778
281.625,7.267777778
281.667,7.267777778
281.708,7.292777778
281.75,7.267777778
281.792,7.267777778
281.833,7.267777778
281.875,7.267777778
281.917,7.267777778
281.958,7.292777778
282,7.267777778
282.042,7.267777778
282.083,7.267777778
282.125,7.267777778
282.167,7.292777778
282.208,7.292777778
282.25,7.292777778
282.292,7.292777778
282.333,7.267777778
282.375,7.267777778
282.417,7.292777778
282.458,7.292777778
282.5,7.292777778
282.542,7.317777778
282.583,7.317777778
282.625,7.317777778
282.667,7.292777778
282.708,7.267777778
282.75,7.292777778
282.792,7.292777778
282.833,7.292777778
282.875,7.292777778
282.917,7.317777778
282.958,7.317777778
283,7.342777778
283.042,7.342777778
283.083,7.367777778
283.125,7.418888889
283.167,7.418888889
283.208,7.392777778
283.25,7.342777778
283.292,7.342777778
283.333,7.317777778
283.375,7.292777778
283.417,7.292777778
283.458,7.317777778
283.5,7.317777778
283.542,7.367777778
283.583,7.367777778
283.625,7.367777778
283.667,7.342777778
283.708,7.342777778
283.75,7.342777778
283.792,7.292777778
283.833,7.292777778
283.875,7.292777778
283.917,7.267777778
283.958,7.267777778
284,7.267777778
284.042,7.267777778
284.083,7.267777778
284.125,7.267777778
284.167,7.267777778
284.208,7.242222222
284.25,7.242222222
284.292,7.267777778
284.333,7.267777778
284.375,7.267777778
284.417,7.292777778
284.458,7.292777778
284.5,7.292777778
284.542,7.342777778
284.583,7.317777778
284.625,7.317777778
284.667,7.317777778
284.708,7.317777778
284.75,7.317777778
284.792,7.317777778
284.833,7.292777778
284.875,7.317777778
284.917,7.317777778
284.958,7.317777778
285,7.342777778
285.042,7.342777778
285.083,7.292777778
285.125,7.267777778
285.167,7.267777778
285.208,7.292777778
285.25,7.292777778
285.292,7.292777778
285.333,7.292777778
285.375,7.292777778
285.417,7.317777778
285.458,7.342777778
285.5,7.342777778
285.542,7.342777778
285.583,7.342777778
285.625,7.317777778
285.667,7.317777778
285.708,7.317777778
285.75,7.317777778
285.792,7.292777778
285.833,7.292777778
285.875,7.292777778
285.917,7.292777778
285.958,7.292777778
286,7.317777778
286.042,7.292777778
286.083,7.292777778
286.125,7.292777778
286.167,7.292777778
286.208,7.292777778
286.25,7.267777778
286.292,7.267777778
286.333,7.267777778
286.375,7.292777778
286.417,7.292777778
286.458,7.292777778
286.5,7.317777778
286.542,7.317777778
286.583,7.292777778
286.625,7.292777778
286.667,7.292777778
286.708,7.292777778
286.75,7.292777778
286.792,7.292777778
286.833,7.292777778
286.875,7.317777778
286.917,7.317777778
286.958,7.342777778
287,7.317777778
287.042,7.317777778
287.083,7.317777778
287.125,7.292777778
287.167,7.292777778
287.208,7.292777778
287.25,7.317777778
287.292,7.317777778
287.333,7.342777778
287.375,7.342777778
287.417,7.342777778
287.458,7.367777778
287.5,7.367777778
287.542,7.392777778
287.583,7.392777778
287.625,7.392777778
287.667,7.367777778
287.708,7.367777778
287.75,7.367777778
287.792,7.367777778
287.833,7.392777778
287.875,7.392777778
287.917,7.392777778
287.958,7.392777778
288,7.418888889
288.042,7.392777778
288.083,7.392777778
288.125,7.367777778
288.167,7.367777778
288.208,7.342777778
288.25,7.342777778
288.292,7.342777778
288.333,7.367777778
288.375,7.367777778
288.417,7.367777778
288.458,7.367777778
288.5,7.367777778
288.542,7.367777778
288.583,7.367777778
288.625,7.342777778
288.667,7.342777778
288.708,7.342777778
288.75,7.317777778
288.792,7.342777778
288.833,7.342777778
288.875,7.342777778
288.917,7.367777778
288.958,7.367777778
289,7.392777778
289.042,7.367777778
289.083,7.367777778
289.125,7.317777778
289.167,7.317777778
289.208,7.317777778
289.25,7.317777778
289.292,7.292777778
289.333,7.292777778
289.375,7.292777778
289.417,7.292777778
289.458,7.292777778
289.5,7.292777778
289.542,7.267777778
289.583,7.267777778
289.625,7.267777778
289.667,7.267777778
289.708,7.267777778
289.75,7.292777778
289.792,7.292777778
289.833,7.317777778
289.875,7.317777778
289.917,7.342777778
289.958,7.342777778
290,7.342777778
290.042,7.342777778
290.083,7.292777778
290.125,7.267777778
290.167,7.292777778
290.208,7.292777778
290.25,7.317777778
290.292,7.292777778
290.333,7.317777778
290.375,7.317777778
290.417,7.342777778
290.458,7.342777778
290.5,7.342777778
290.542,7.317777778
290.583,7.342777778
290.625,7.317777778
290.667,7.317777778
290.708,7.317777778
290.75,7.342777778
290.792,7.342777778
290.833,7.342777778
290.875,7.342777778
290.917,7.342777778
290.958,7.367777778
291,7.367777778
291.042,7.367777778
291.083,7.367777778
291.125,7.367777778
291.167,7.367777778
291.208,7.367777778
291.25,7.342777778
291.292,7.342777778
291.333,7.342777778
291.375,7.342777778
291.417,7.342777778
291.458,7.367777778
291.5,7.367777778
291.542,7.77
291.583,7.72
291.625,7.568888889
291.667,7.342777778
291.708,7.342777778
291.75,7.317777778
291.792,7.317777778
291.833,7.342777778
291.875,7.342777778
291.917,7.342777778
291.958,7.342777778
292,7.342777778
292.042,7.342777778
292.083,7.367777778
292.125,7.367777778
292.167,7.367777778
292.208,7.367777778
292.25,7.342777778
292.292,7.342777778
292.333,7.418888889
292.375,7.443888889
292.417,7.418888889
292.458,7.367777778
292.5,7.367777778
292.542,7.367777778
292.583,7.367777778
292.625,7.367777778
292.667,7.367777778
292.708,7.342777778
292.75,7.342777778
292.792,7.342777778
292.833,7.342777778
292.875,7.342777778
292.917,7.342777778
292.958,7.367777778
293,7.367777778
293.042,7.367777778
293.083,7.367777778
293.125,7.392777778
293.167,7.392777778
293.208,7.367777778
293.25,7.367777778
293.292,7.342777778
293.333,7.342777778
293.375,7.342777778
293.417,7.342777778
293.458,7.367777778
293.5,7.392777778
293.542,7.392777778
293.583,7.392777778
293.625,7.392777778
293.667,7.367777778
293.708,7.342777778
293.75,7.342777778
293.792,7.342777778
293.833,7.342777778
293.875,7.342777778
293.917,7.342777778
293.958,7.342777778
294,7.367777778
294.042,7.367777778
294.083,7.367777778
294.125,7.367777778
294.167,7.367777778
294.208,7.342777778
294.25,7.342777778
294.292,7.317777778
294.333,7.317777778
294.375,7.317777778
294.417,7.317777778
294.458,7.317777778
294.5,7.342777778
294.542,7.367777778
294.583,7.342777778
294.625,7.342777778
294.667,7.342777778
294.708,7.342777778
294.75,7.342777778
294.792,7.342777778
294.833,7.342777778
294.875,7.342777778
294.917,7.342777778
294.958,7.342777778
295,7.342777778
295.042,7.292777778
295.083,7.342777778
295.125,7.367777778
295.167,7.392777778
295.208,7.367777778
295.25,7.317777778
295.292,7.317777778
295.333,7.392777778
295.375,7.392777778
295.417,7.392777778
295.458,7.443888889
295.5,7.443888889
295.542,7.443888889
295.583,7.443888889
295.625,7.443888889
295.667,7.392777778
295.708,7.342777778
295.75,7.342777778
295.792,7.342777778
295.833,7.342777778
295.875,7.342777778
295.917,7.367777778
295.958,7.317777778
296,7.342777778
296.042,7.367777778
296.083,7.367777778
296.125,7.392777778
296.167,7.392777778
296.208,7.392777778
296.25,7.392777778
296.292,7.392777778
296.333,7.418888889
296.375,7.418888889
296.417,7.418888889
296.458,7.443888889
296.5,7.468888889
296.542,7.468888889
296.583,7.468888889
296.625,7.468888889
296.667,7.443888889
296.708,7.392777778
296.75,7.392777778
296.792,7.392777778
296.833,7.392777778
296.875,7.392777778
296.917,7.443888889
296.958,7.418888889
297,7.443888889
297.042,7.443888889
297.083,7.443888889
297.125,7.443888889
297.167,7.468888889
297.208,7.443888889
297.25,7.392777778
297.292,7.392777778
297.333,7.468888889
297.375,7.443888889
297.417,7.468888889
297.458,7.493888889
297.5,7.518888889
297.542,7.493888889
297.583,7.468888889
297.625,7.418888889
297.667,7.392777778
297.708,7.367777778
297.75,7.367777778
297.792,7.367777778
297.833,7.392777778
297.875,7.392777778
297.917,7.418888889
297.958,7.418888889
298,7.443888889
298.042,7.468888889
298.083,7.443888889
298.125,7.392777778
298.167,7.392777778
298.208,7.392777778
298.25,7.367777778
298.292,7.367777778
298.333,7.367777778
298.375,7.367777778
298.417,7.392777778
298.458,7.367777778
298.5,7.392777778
298.542,7.367777778
298.583,7.367777778
298.625,7.367777778
298.667,7.342777778
298.708,7.342777778
298.75,7.342777778
298.792,7.342777778
298.833,7.342777778
298.875,7.342777778
298.917,7.292777778
298.958,7.317777778
299,7.292777778
299.042,7.317777778
299.083,7.317777778
299.125,7.317777778
299.167,7.317777778
299.208,7.317777778
299.25,7.342777778
299.292,7.342777778
299.333,7.342777778
299.375,7.367777778
299.417,7.392777778
299.458,7.392777778
299.5,7.418888889
299.542,7.418888889
299.583,7.418888889
299.625,7.418888889
299.667,7.392777778
299.708,7.367777778
299.75,7.367777778
299.792,7.367777778
299.833,7.392777778
299.875,7.392777778
299.917,7.468888889
299.958,7.443888889
300,7.443888889
300.042,7.493888889
300.083,7.518888889
300.125,7.468888889
300.167,7.418888889
300.208,7.392777778
300.25,7.342777778
300.292,7.367777778
300.333,7.418888889
300.375,7.443888889
300.417,7.468888889
300.458,7.493888889
300.5,7.493888889
300.542,7.543888889
300.583,7.543888889
300.625,7.493888889
300.667,7.443888889
300.708,7.418888889
300.75,7.443888889
300.792,7.468888889
300.833,7.443888889
300.875,7.443888889
300.917,7.342777778
300.958,7.367777778
301,7.443888889
301.042,7.468888889
301.083,7.468888889
301.125,7.493888889
301.167,7.518888889
301.208,7.493888889
301.25,7.443888889
301.292,7.418888889
301.333,7.493888889
301.375,7.493888889
301.417,7.468888889
301.458,7.493888889
301.5,7.493888889
301.542,7.493888889
301.583,7.468888889
301.625,7.443888889
301.667,7.342777778
301.708,7.342777778
301.75,7.342777778
301.792,7.342777778
301.833,7.342777778
301.875,7.367777778
301.917,7.443888889
301.958,7.443888889
302,7.493888889
302.042,7.518888889
302.083,7.518888889
302.125,7.518888889
302.167,7.518888889
302.208,7.568888889
302.25,7.543888889
302.292,7.543888889
302.333,7.593888889
302.375,7.593888889
302.417,7.645
302.458,8.095
302.5,8.592777778
302.542,8.493888889
302.583,8.145
302.625,8.195
302.667,7.945
302.708,7.77
302.75,7.72
302.792,7.67
302.833,7.618888889
302.875,7.593888889
302.917,7.568888889
302.958,7.543888889
303,7.543888889
303.042,7.543888889
303.083,7.518888889
303.125,7.518888889
303.167,7.518888889
303.208,7.493888889
303.25,7.493888889
303.292,7.493888889
303.333,7.493888889
303.375,7.493888889
303.417,7.468888889
303.458,7.845
303.5,8.07
303.542,8.195
303.583,8.642777778
303.625,7.92
303.667,7.543888889
303.708,7.367777778
303.75,7.367777778
303.792,7.392777778
303.833,7.392777778
303.875,7.392777778
303.917,7.468888889
303.958,7.443888889
304,7.443888889
304.042,7.443888889
304.083,7.443888889
304.125,7.443888889
304.167,7.418888889
304.208,7.418888889
304.25,7.367777778
304.292,7.367777778
304.333,7.443888889
304.375,7.443888889
304.417,7.468888889
304.458,7.468888889
304.5,7.468888889
304.542,7.493888889
304.583,7.468888889
304.625,7.443888889
304.667,7.392777778
304.708,7.392777778
304.75,7.392777778
304.792,7.418888889
304.833,7.418888889
304.875,7.443888889
304.917,7.493888889
304.958,7.493888889
305,7.493888889
305.042,7.468888889
305.083,7.493888889
305.125,7.468888889
305.167,7.468888889
305.208,7.443888889
305.25,7.392777778
305.292,7.392777778
305.333,7.468888889
305.375,7.468888889
305.417,7.468888889
305.458,7.493888889
305.5,7.493888889
305.542,7.493888889
305.583,7.493888889
305.625,7.468888889
305.667,7.418888889
305.708,7.418888889
305.75,7.418888889
305.792,7.418888889
305.833,7.418888889
305.875,7.418888889
305.917,7.493888889
305.958,7.518888889
306,7.518888889
306.042,7.518888889
306.083,7.493888889
306.125,7.493888889
306.167,7.468888889
306.208,7.443888889
306.25,7.418888889
306.292,7.418888889
306.333,7.468888889
306.375,7.418888889
306.417,7.443888889
306.458,7.443888889
306.5,7.468888889
306.542,7.468888889
306.583,7.468888889
306.625,7.443888889
306.667,7.418888889
306.708,7.418888889
306.75,7.418888889
306.792,7.443888889
306.833,7.443888889
306.875,7.443888889
306.917,7.493888889
306.958,7.392777778
307,7.392777778
307.042,7.443888889
307.083,7.418888889
307.125,7.418888889
307.167,7.418888889
307.208,7.418888889
307.25,7.392777778
307.292,7.418888889
307.333,7.443888889
307.375,7.468888889
307.417,7.392777778
307.458,7.443888889
307.5,7.493888889
307.542,7.493888889
307.583,7.493888889
307.625,7.493888889
307.667,7.493888889
307.708,7.468888889
307.75,7.418888889
307.792,7.418888889
307.833,7.418888889
307.875,7.418888889
307.917,7.443888889
307.958,7.493888889
308,7.443888889
308.042,7.468888889
308.083,7.493888889
308.125,7.493888889
308.167,7.468888889
308.208,7.468888889
308.25,7.418888889
308.292,7.392777778
308.333,7.392777778
308.375,7.468888889
308.417,7.468888889
308.458,7.468888889
308.5,7.493888889
308.542,7.493888889
308.583,7.468888889
308.625,7.468888889
308.667,7.443888889
308.708,7.392777778
308.75,7.392777778
308.792,7.392777778
308.833,7.392777778
308.875,7.392777778
308.917,7.392777778
308.958,7.392777778
309,7.392777778
309.042,7.443888889
309.083,7.468888889
309.125,7.468888889
309.167,7.468888889
309.208,7.443888889
309.25,7.418888889
309.292,7.392777778
309.333,7.392777778
309.375,7.518888889
309.417,7.568888889
309.458,7.443888889
309.5,7.443888889
309.542,7.443888889
309.583,7.443888889
309.625,7.418888889
309.667,7.392777778
309.708,7.392777778
309.75,7.392777778
309.792,7.392777778
309.833,7.418888889
309.875,7.418888889
309.917,7.418888889
309.958,7.468888889
310,7.468888889
310.042,7.468888889
310.083,7.468888889
310.125,7.468888889
310.167,7.468888889
310.208,7.443888889
310.25,7.443888889
310.292,7.392777778
310.333,7.392777778
310.375,7.392777778
310.417,7.468888889
310.458,7.468888889
310.5,7.493888889
310.542,7.518888889
310.583,7.493888889
310.625,7.493888889
310.667,7.443888889
310.708,7.392777778
310.75,7.392777778
310.792,7.392777778
310.833,7.392777778
310.875,7.392777778
310.917,7.418888889
310.958,7.418888889
311,7.468888889
311.042,7.468888889
311.083,7.493888889
311.125,7.493888889
311.167,7.493888889
311.208,7.468888889
311.25,7.443888889
311.292,7.392777778
311.333,7.392777778
311.375,7.468888889
311.417,7.468888889
311.458,7.468888889
311.5,7.493888889
311.542,7.493888889
311.583,7.468888889
